job_title,Industry,avg_salary,job_state,python_yn,R_yn,aws,excel
Data Analyst,Real Estate,103.5, CA,0,0,0,1
Data Scientist,Real Estate,96, MI,1,0,0,0
Data Scientist,Real Estate,96, MI,1,0,0,0
Data Engineer,Real Estate,92.5, IL,1,0,0,1
Data Analyst,Religious Organizations,50, UT,0,0,1,1
Data Analyst,Religious Organizations,50, UT,0,0,1,1
Data Analyst,Religious Organizations,72, UT,0,0,0,0
Data Engineer,Religious Organizations,87, UT,0,0,1,1
Data Engineer,Religious Organizations,107, UT,0,0,0,1
Data Engineer,Religious Organizations,107, UT,0,0,0,1
Data Scientist,Research & Development,167.5, MA,0,0,0,0
Data Scientist,Research & Development,15.5, NY,0,0,0,1
Data Scientist,Research & Development,60, TX,0,0,0,0
Data Analyst,Research & Development,62, MD,0,0,0,1
Data Engineer,Research & Development,64.5, NY,1,0,1,1
Data Scientist,Research & Development,65.5, NC,0,0,0,0
Data Engineer,Research & Development,64.5, NY,1,0,1,1
Data Scientist,Research & Development,65.5, NC,0,0,0,0
Data Engineer,Research & Development,65.5, DC,0,0,1,1
Data Engineer,Research & Development,65.5, DC,0,0,1,1
Data Scientist,Research & Development,76, MO,0,0,0,1
Data Analyst,Research & Development,70.5, VA,0,0,0,0
Data Scientist,Research & Development,71.5, TX,1,0,1,1
Data Scientist,Research & Development,71.5, TX,1,0,1,1
Data Scientist,Research & Development,85, VA,0,0,0,0
Data Scientist,Research & Development,85, VA,0,0,0,0
Data Engineer,Research & Development,92, VA,0,0,0,0
Data Scientist,Research & Development,121, MA,0,0,1,1
Data Scientist,Research & Development,121, NY,1,0,0,0
Data Analyst,Security Services,61, FL,1,0,0,1
Data Analyst,Security Services,61, FL,1,0,0,1
Data Scientist,Security Services,85.5, NY,1,0,0,0
Data Scientist,Security Services,85, FL,1,0,0,1
Data Scientist,Security Services,85, FL,1,0,0,1
Data Engineer,Security Services,138.5, TX,1,0,0,0
Data Engineer,Security Services,138.5, TX,1,0,0,0
Data Analyst,Social Assistance,44.5, WA,0,0,1,1
Data Analyst,Social Assistance,47.5, CA,0,0,0,1
Data Scientist,Social Assistance,52.5, NE,0,0,0,1
Data Scientist,Sporting Goods Stores,85, PA,1,0,0,0
Data Scientist,Sporting Goods Stores,85, PA,1,0,0,0
Data Scientist,Staffing & Outsourcing,155, PA,1,0,1,1
Data Analyst,Staffing & Outsourcing,40.5, MO,1,0,1,1
Data Analyst,Staffing & Outsourcing,74, PA,1,0,1,0
Data Engineer,Staffing & Outsourcing,91.5, PA,1,0,1,1
Data Engineer,Staffing & Outsourcing,94.5, CA,1,0,1,0
Data Engineer,Staffing & Outsourcing,94.5, CA,1,0,1,0
Data Scientist,Staffing & Outsourcing,127.5, PA,0,0,0,1
Data Scientist,Staffing & Outsourcing,127.5, PA,0,0,0,1
Data Scientist,Staffing & Outsourcing,128.5, PA,1,0,1,0
Data Scientist,Staffing & Outsourcing,128.5, PA,1,0,1,0
Machine Learning Engineer,Stock Exchanges,87, KS,1,0,0,1
Machine Learning Engineer,Stock Exchanges,87, KS,1,0,0,1
Machine Learning Engineer,Stock Exchanges,87, KS,1,0,0,1
Data Analyst,Telecommunications Manufacturing,44, FL,0,0,0,0
Data Analyst,Telecommunications Manufacturing,44, FL,0,0,0,0
Data Scientist,Telecommunications Services,142, CA,1,0,1,1
Data Scientist,Telecommunications Services,142, CA,1,0,1,1
Data Scientist,Telecommunications Services,121, CA,1,0,0,1
Data Scientist,Telecommunications Services,121, CA,1,0,0,1
Data Scientist,Transportation Equipment Manufacturing,104.5, MI,1,0,1,1
Data Engineer,Transportation Management,107.5, IL,0,0,0,0
Data Engineer,Transportation Management,107.5, IL,0,0,0,0
Data Engineer,Transportation Management,107.5, IL,0,0,0,0
Data Analyst,Travel Agencies,53.5, NY,1,0,0,1
Data Analyst,Travel Agencies,53.5, NY,1,0,0,1
Data Analyst,Travel Agencies,65, NY,0,0,0,1
Data Analyst,Travel Agencies,65, NY,0,0,0,1
Data Analyst,Travel Agencies,65, NY,0,0,0,1
Data Scientist,Travel Agencies,74.5, NY,1,0,0,0
Data Scientist,Travel Agencies,74.5, NY,1,0,0,0
Data Scientist,Travel Agencies,105, CO,1,0,0,0
Data Analyst,Trucking,79, OH,0,0,0,0
Data Scientist,TV Broadcast & Cable Networks,107.5, OH,1,0,0,0
Data Scientist,TV Broadcast & Cable Networks,128, NY,1,0,0,0
Data Analyst,Video Games,92.5, CA,1,1,0,1
Data Engineer,Video Games,113, CA,1,0,1,1
Data Engineer,Video Games,113, CA,1,0,1,1
Data Scientist,Wholesale,179.5, IL,1,0,0,1
Data Analyst,Wholesale,53.5, WA,0,0,0,1
Data Scientist,Wholesale,76.5, NY,1,0,0,1
